array_type,size,algorithm,threshold,time_ms
random,46700,hybrid,5,33392
reversed,46700,hybrid,5,27924
almost_sorted,46700,hybrid,5,26107
random,46700,hybrid,10,24759
reversed,46700,hybrid,10,20698
almost_sorted,46700,hybrid,10,21328
random,46700,hybrid,20,23630
reversed,46700,hybrid,20,16368
almost_sorted,46700,hybrid,20,15098
random,46700,hybrid,30,18539
reversed,46700,hybrid,30,15104
almost_sorted,46700,hybrid,30,12280
random,46700,hybrid,50,23801
reversed,46700,hybrid,50,18537
almost_sorted,46700,hybrid,50,10734
random,46800,standard,0,79468
reversed,46800,standard,0,62447
almost_sorted,46800,standard,0,61935
random,46800,hybrid,5,31245
reversed,46800,hybrid,5,26509
almost_sorted,46800,hybrid,5,30498
random,46800,hybrid,10,24712
reversed,46800,hybrid,10,19782
almost_sorted,46800,hybrid,10,19625
random,46800,hybrid,20,21631
reversed,46800,hybrid,20,15783
almost_sorted,46800,hybrid,20,15810
random,46800,hybrid,30,18548
reversed,46800,hybrid,30,14451
almost_sorted,46800,hybrid,30,11972
random,46800,hybrid,50,25926
reversed,46800,hybrid,50,22288
almost_sorted,46800,hybrid,50,10377
random,46900,standard,0,67608
reversed,46900,standard,0,62722
almost_sorted,46900,standard,0,67725
random,46900,hybrid,5,31291
reversed,46900,hybrid,5,26245
almost_sorted,46900,hybrid,5,27856
random,46900,hybrid,10,25955
reversed,46900,hybrid,10,20357
almost_sorted,46900,hybrid,10,20162
random,46900,hybrid,20,21373
reversed,46900,hybrid,20,17994
almost_sorted,46900,hybrid,20,15147
random,46900,hybrid,30,18670
reversed,46900,hybrid,30,14339
almost_sorted,46900,hybrid,30,12352
random,46900,hybrid,50,21781
reversed,46900,hybrid,50,18483
almost_sorted,46900,hybrid,50,10484
random,47000,standard,0,65569
reversed,47000,standard,0,74090
almost_sorted,47000,standard,0,64203
random,47000,hybrid,5,32302
reversed,47000,hybrid,5,26632
almost_sorted,47000,hybrid,5,33396
random,47000,hybrid,10,27842
reversed,47000,hybrid,10,20644
almost_sorted,47000,hybrid,10,19945
random,47000,hybrid,20,20844
reversed,47000,hybrid,20,17718
almost_sorted,47000,hybrid,20,15274
random,47000,hybrid,30,18757
reversed,47000,hybrid,30,19241
almost_sorted,47000,hybrid,30,11989
random,47000,hybrid,50,20585
reversed,47000,hybrid,50,21441
almost_sorted,47000,hybrid,50,11568
random,47100,standard,0,66263
reversed,47100,standard,0,61903
almost_sorted,47100,standard,0,65830
random,47100,hybrid,5,33753
reversed,47100,hybrid,5,26730
almost_sorted,47100,hybrid,5,26749
random,47100,hybrid,10,25106
reversed,47100,hybrid,10,21258
almost_sorted,47100,hybrid,10,19403
random,47100,hybrid,20,20641
reversed,47100,hybrid,20,15326
almost_sorted,47100,hybrid,20,17977
random,47100,hybrid,30,18601
reversed,47100,hybrid,30,14199
almost_sorted,47100,hybrid,30,12342
random,47100,hybrid,50,20267
reversed,47100,hybrid,50,18773
almost_sorted,47100,hybrid,50,10238
random,47200,standard,0,68064
reversed,47200,standard,0,69964
almost_sorted,47200,standard,0,61111
random,47200,hybrid,5,33360
reversed,47200,hybrid,5,27573
almost_sorted,47200,hybrid,5,27110
random,47200,hybrid,10,28787
reversed,47200,hybrid,10,20087
almost_sorted,47200,hybrid,10,20267
random,47200,hybrid,20,20324
reversed,47200,hybrid,20,15402
almost_sorted,47200,hybrid,20,15198
random,47200,hybrid,30,22232
reversed,47200,hybrid,30,14513
almost_sorted,47200,hybrid,30,12503
random,47200,hybrid,50,20643
reversed,47200,hybrid,50,19025
almost_sorted,47200,hybrid,50,10836
random,47300,standard,0,75246
reversed,47300,standard,0,61201
almost_sorted,47300,standard,0,60690
random,47300,hybrid,5,36867
reversed,47300,hybrid,5,29961
almost_sorted,47300,hybrid,5,26913
random,47300,hybrid,10,26946
reversed,47300,hybrid,10,20222
almost_sorted,47300,hybrid,10,21253
random,47300,hybrid,20,20778
reversed,47300,hybrid,20,15722
almost_sorted,47300,hybrid,20,21199
random,47300,hybrid,30,21319
reversed,47300,hybrid,30,14881
almost_sorted,47300,hybrid,30,13451
random,47300,hybrid,50,23010
reversed,47300,hybrid,50,19196
almost_sorted,47300,hybrid,50,10651
random,47400,standard,0,68293
reversed,47400,standard,0,67303
almost_sorted,47400,standard,0,61602
random,47400,hybrid,5,32960
reversed,47400,hybrid,5,27606
almost_sorted,47400,hybrid,5,30472
random,47400,hybrid,10,27238
reversed,47400,hybrid,10,27898
almost_sorted,47400,hybrid,10,20282
random,47400,hybrid,20,21468
reversed,47400,hybrid,20,15576
almost_sorted,47400,hybrid,20,15190
random,47400,hybrid,30,20368
reversed,47400,hybrid,30,14688
almost_sorted,47400,hybrid,30,12563
random,47400,hybrid,50,20332
reversed,47400,hybrid,50,18954
almost_sorted,47400,hybrid,50,10538
random,47500,standard,0,72004
reversed,47500,standard,0,62495
almost_sorted,47500,standard,0,62268
random,47500,hybrid,5,34897
reversed,47500,hybrid,5,27288
almost_sorted,47500,hybrid,5,28763
random,47500,hybrid,10,25189
reversed,47500,hybrid,10,21239
almost_sorted,47500,hybrid,10,19978
random,47500,hybrid,20,20508
reversed,47500,hybrid,20,15727
almost_sorted,47500,hybrid,20,15435
random,47500,hybrid,30,23146
reversed,47500,hybrid,30,15223
almost_sorted,47500,hybrid,30,12339
random,47500,hybrid,50,21279
reversed,47500,hybrid,50,18638
almost_sorted,47500,hybrid,50,10466
random,47600,standard,0,67080
reversed,47600,standard,0,66481
almost_sorted,47600,standard,0,61807
random,47600,hybrid,5,32910
reversed,47600,hybrid,5,27769
almost_sorted,47600,hybrid,5,27717
random,47600,hybrid,10,25244
reversed,47600,hybrid,10,34150
almost_sorted,47600,hybrid,10,21173
random,47600,hybrid,20,20450
reversed,47600,hybrid,20,15737
almost_sorted,47600,hybrid,20,15386
random,47600,hybrid,30,18850
reversed,47600,hybrid,30,15913
almost_sorted,47600,hybrid,30,12230
random,47600,hybrid,50,20298
reversed,47600,hybrid,50,18925
almost_sorted,47600,hybrid,50,11000
random,47700,standard,0,77470
reversed,47700,standard,0,64632
almost_sorted,47700,standard,0,64631
random,47700,hybrid,5,36630
reversed,47700,hybrid,5,27925
almost_sorted,47700,hybrid,5,27998
random,47700,hybrid,10,25817
reversed,47700,hybrid,10,24081
almost_sorted,47700,hybrid,10,22717
random,47700,hybrid,20,23015
reversed,47700,hybrid,20,18415
almost_sorted,47700,hybrid,20,15846
random,47700,hybrid,30,22382
reversed,47700,hybrid,30,15225
almost_sorted,47700,hybrid,30,13652
random,47700,hybrid,50,21079
reversed,47700,hybrid,50,18949
almost_sorted,47700,hybrid,50,10692
random,47800,standard,0,66187
reversed,47800,standard,0,61334
almost_sorted,47800,standard,0,62806
random,47800,hybrid,5,32589
reversed,47800,hybrid,5,28519
almost_sorted,47800,hybrid,5,28058
random,47800,hybrid,10,25474
reversed,47800,hybrid,10,20620
almost_sorted,47800,hybrid,10,31028
random,47800,hybrid,20,20964
reversed,47800,hybrid,20,17526
almost_sorted,47800,hybrid,20,15851
random,47800,hybrid,30,19008
reversed,47800,hybrid,30,15539
almost_sorted,47800,hybrid,30,12982
random,47800,hybrid,50,20688
reversed,47800,hybrid,50,19218
almost_sorted,47800,hybrid,50,10854
random,47900,standard,0,71319
reversed,47900,standard,0,63623
almost_sorted,47900,standard,0,67946
random,47900,hybrid,5,33061
reversed,47900,hybrid,5,38816
almost_sorted,47900,hybrid,5,28134
random,47900,hybrid,10,25465
reversed,47900,hybrid,10,22713
almost_sorted,47900,hybrid,10,21673
random,47900,hybrid,20,20798
reversed,47900,hybrid,20,15991
almost_sorted,47900,hybrid,20,15513
random,47900,hybrid,30,20931
reversed,47900,hybrid,30,18374
almost_sorted,47900,hybrid,30,13339
random,47900,hybrid,50,20869
reversed,47900,hybrid,50,19278
almost_sorted,47900,hybrid,50,10926
random,48000,standard,0,69282
reversed,48000,standard,0,67137
almost_sorted,48000,standard,0,62344
random,48000,hybrid,5,36587
reversed,48000,hybrid,5,27989
almost_sorted,48000,hybrid,5,27818
random,48000,hybrid,10,28375
reversed,48000,hybrid,10,26080
almost_sorted,48000,hybrid,10,20445
random,48000,hybrid,20,23197
reversed,48000,hybrid,20,16134
almost_sorted,48000,hybrid,20,15903
random,48000,hybrid,30,21731
reversed,48000,hybrid,30,16730
almost_sorted,48000,hybrid,30,13136
random,48000,hybrid,50,21146
reversed,48000,hybrid,50,19255
almost_sorted,48000,hybrid,50,10558
random,48100,standard,0,70974
reversed,48100,standard,0,64065
almost_sorted,48100,standard,0,63803
random,48100,hybrid,5,36932
reversed,48100,hybrid,5,28292
almost_sorted,48100,hybrid,5,28332
random,48100,hybrid,10,30088
reversed,48100,hybrid,10,20504
almost_sorted,48100,hybrid,10,21373
random,48100,hybrid,20,20995
reversed,48100,hybrid,20,16133
almost_sorted,48100,hybrid,20,21023
random,48100,hybrid,30,20333
reversed,48100,hybrid,30,15007
almost_sorted,48100,hybrid,30,14207
random,48100,hybrid,50,20872
reversed,48100,hybrid,50,20167
almost_sorted,48100,hybrid,50,10939
random,48200,standard,0,66914
reversed,48200,standard,0,66650
almost_sorted,48200,standard,0,61865
random,48200,hybrid,5,37691
reversed,48200,hybrid,5,28331
almost_sorted,48200,hybrid,5,28838
random,48200,hybrid,10,35174
reversed,48200,hybrid,10,20383
almost_sorted,48200,hybrid,10,22179
random,48200,hybrid,20,20723
reversed,48200,hybrid,20,17412
almost_sorted,48200,hybrid,20,15842
random,48200,hybrid,30,19446
reversed,48200,hybrid,30,14572
almost_sorted,48200,hybrid,30,12727
random,48200,hybrid,50,22555
reversed,48200,hybrid,50,23052
almost_sorted,48200,hybrid,50,10994
random,48300,standard,0,68122
reversed,48300,standard,0,67132
almost_sorted,48300,standard,0,65758
random,48300,hybrid,5,33044
reversed,48300,hybrid,5,28401
almost_sorted,48300,hybrid,5,30229
random,48300,hybrid,10,25315
reversed,48300,hybrid,10,20631
almost_sorted,48300,hybrid,10,21850
random,48300,hybrid,20,21153
reversed,48300,hybrid,20,22482
almost_sorted,48300,hybrid,20,15576
random,48300,hybrid,30,18813
reversed,48300,hybrid,30,14899
almost_sorted,48300,hybrid,30,12753
random,48300,hybrid,50,20867
reversed,48300,hybrid,50,18922
almost_sorted,48300,hybrid,50,12053
random,48400,standard,0,67201
reversed,48400,standard,0,65810
almost_sorted,48400,standard,0,63796
random,48400,hybrid,5,34457
reversed,48400,hybrid,5,28520
almost_sorted,48400,hybrid,5,29909
random,48400,hybrid,10,28103
reversed,48400,hybrid,10,20549
almost_sorted,48400,hybrid,10,22036
random,48400,hybrid,20,24223
reversed,48400,hybrid,20,16391
almost_sorted,48400,hybrid,20,15600
random,48400,hybrid,30,19331
reversed,48400,hybrid,30,14882
almost_sorted,48400,hybrid,30,12750
random,48400,hybrid,50,21021
reversed,48400,hybrid,50,26735
almost_sorted,48400,hybrid,50,15317
random,48500,standard,0,73675
reversed,48500,standard,0,67891
almost_sorted,48500,standard,0,68165
random,48500,hybrid,5,33606
reversed,48500,hybrid,5,28356
almost_sorted,48500,hybrid,5,29112
random,48500,hybrid,10,25878
reversed,48500,hybrid,10,21242
almost_sorted,48500,hybrid,10,23215
random,48500,hybrid,20,31419
reversed,48500,hybrid,20,16459
almost_sorted,48500,hybrid,20,15853
random,48500,hybrid,30,19631
reversed,48500,hybrid,30,18797
almost_sorted,48500,hybrid,30,13116
random,48500,hybrid,50,21987
reversed,48500,hybrid,50,19318
almost_sorted,48500,hybrid,50,11079
random,48600,standard,0,73481
reversed,48600,standard,0,65884
almost_sorted,48600,standard,0,65245
random,48600,hybrid,5,33651
reversed,48600,hybrid,5,42753
almost_sorted,48600,hybrid,5,29315
random,48600,hybrid,10,26592
reversed,48600,hybrid,10,20612
almost_sorted,48600,hybrid,10,25811
random,48600,hybrid,20,25492
reversed,48600,hybrid,20,18670
almost_sorted,48600,hybrid,20,16741
random,48600,hybrid,30,27726
reversed,48600,hybrid,30,15504
almost_sorted,48600,hybrid,30,15464
random,48600,hybrid,50,22857
reversed,48600,hybrid,50,21329
almost_sorted,48600,hybrid,50,11658
random,48700,standard,0,72787
reversed,48700,standard,0,66243
almost_sorted,48700,standard,0,62398
random,48700,hybrid,5,33583
reversed,48700,hybrid,5,28513
almost_sorted,48700,hybrid,5,28764
random,48700,hybrid,10,29985
reversed,48700,hybrid,10,22495
almost_sorted,48700,hybrid,10,20532
random,48700,hybrid,20,20936
reversed,48700,hybrid,20,15897
almost_sorted,48700,hybrid,20,15694
random,48700,hybrid,30,19861
reversed,48700,hybrid,30,15805
almost_sorted,48700,hybrid,30,13533
random,48700,hybrid,50,20931
reversed,48700,hybrid,50,20621
almost_sorted,48700,hybrid,50,13968
random,48800,standard,0,69601
reversed,48800,standard,0,64271
almost_sorted,48800,standard,0,67099
random,48800,hybrid,5,35954
reversed,48800,hybrid,5,29017
almost_sorted,48800,hybrid,5,28987
random,48800,hybrid,10,25822
reversed,48800,hybrid,10,22064
almost_sorted,48800,hybrid,10,21485
random,48800,hybrid,20,21291
reversed,48800,hybrid,20,17068
almost_sorted,48800,hybrid,20,18209
random,48800,hybrid,30,19204
reversed,48800,hybrid,30,14993
almost_sorted,48800,hybrid,30,12880
random,48800,hybrid,50,22074
reversed,48800,hybrid,50,21732
almost_sorted,48800,hybrid,50,11165
random,48900,standard,0,70959
reversed,48900,standard,0,69276
almost_sorted,48900,standard,0,64696
random,48900,hybrid,5,34507
reversed,48900,hybrid,5,29270
almost_sorted,48900,hybrid,5,40370
random,48900,hybrid,10,25916
reversed,48900,hybrid,10,22907
almost_sorted,48900,hybrid,10,20705
random,48900,hybrid,20,21225
reversed,48900,hybrid,20,15970
almost_sorted,48900,hybrid,20,19313
random,48900,hybrid,30,20675
reversed,48900,hybrid,30,15220
almost_sorted,48900,hybrid,30,12864
random,48900,hybrid,50,24231
reversed,48900,hybrid,50,21143
almost_sorted,48900,hybrid,50,15007
random,49000,standard,0,70633
reversed,49000,standard,0,68236
almost_sorted,49000,standard,0,73238
random,49000,hybrid,5,33901
reversed,49000,hybrid,5,31525
almost_sorted,49000,hybrid,5,29964
random,49000,hybrid,10,25915
reversed,49000,hybrid,10,25578
almost_sorted,49000,hybrid,10,21061
random,49000,hybrid,20,21211
reversed,49000,hybrid,20,15804
almost_sorted,49000,hybrid,20,15864
random,49000,hybrid,30,19471
reversed,49000,hybrid,30,15594
almost_sorted,49000,hybrid,30,13144
random,49000,hybrid,50,21105
reversed,49000,hybrid,50,20411
almost_sorted,49000,hybrid,50,10924
random,49100,standard,0,74610
reversed,49100,standard,0,65873
almost_sorted,49100,standard,0,63727
random,49100,hybrid,5,44720
reversed,49100,hybrid,5,29737
almost_sorted,49100,hybrid,5,29866
random,49100,hybrid,10,26742
reversed,49100,hybrid,10,23402
almost_sorted,49100,hybrid,10,20729
random,49100,hybrid,20,21197
reversed,49100,hybrid,20,16050
almost_sorted,49100,hybrid,20,19589
random,49100,hybrid,30,19568
reversed,49100,hybrid,30,15170
almost_sorted,49100,hybrid,30,13131
random,49100,hybrid,50,21914
reversed,49100,hybrid,50,19494
almost_sorted,49100,hybrid,50,11035
random,49200,standard,0,70827
reversed,49200,standard,0,69197
almost_sorted,49200,standard,0,64858
random,49200,hybrid,5,37102
reversed,49200,hybrid,5,30185
almost_sorted,49200,hybrid,5,30673
random,49200,hybrid,10,35363
reversed,49200,hybrid,10,24189
almost_sorted,49200,hybrid,10,21675
random,49200,hybrid,20,23476
reversed,49200,hybrid,20,16274
almost_sorted,49200,hybrid,20,15696
random,49200,hybrid,30,19265
reversed,49200,hybrid,30,17235
almost_sorted,49200,hybrid,30,12956
random,49200,hybrid,50,21705
reversed,49200,hybrid,50,24689
almost_sorted,49200,hybrid,50,11013
random,49300,standard,0,71107
reversed,49300,standard,0,65530
almost_sorted,49300,standard,0,66776
random,49300,hybrid,5,35430
reversed,49300,hybrid,5,29514
almost_sorted,49300,hybrid,5,30416
random,49300,hybrid,10,28593
reversed,49300,hybrid,10,21037
almost_sorted,49300,hybrid,10,20733
random,49300,hybrid,20,31539
reversed,49300,hybrid,20,16901
almost_sorted,49300,hybrid,20,15808
random,49300,hybrid,30,19573
reversed,49300,hybrid,30,15071
almost_sorted,49300,hybrid,30,13093
random,49300,hybrid,50,21129
reversed,49300,hybrid,50,22457
almost_sorted,49300,hybrid,50,10945
random,49400,standard,0,74115
reversed,49400,standard,0,65187
almost_sorted,49400,standard,0,64280
random,49400,hybrid,5,35502
reversed,49400,hybrid,5,33671
almost_sorted,49400,hybrid,5,29664
random,49400,hybrid,10,28044
reversed,49400,hybrid,10,20622
almost_sorted,49400,hybrid,10,20947
random,49400,hybrid,20,22036
reversed,49400,hybrid,20,18285
almost_sorted,49400,hybrid,20,15925
random,49400,hybrid,30,19858
reversed,49400,hybrid,30,20250
almost_sorted,49400,hybrid,30,13045
random,49400,hybrid,50,22381
reversed,49400,hybrid,50,21114
almost_sorted,49400,hybrid,50,11313
random,49500,standard,0,70379
reversed,49500,standard,0,76350
almost_sorted,49500,standard,0,64054
random,49500,hybrid,5,34476
reversed,49500,hybrid,5,29331
almost_sorted,49500,hybrid,5,29566
random,49500,hybrid,10,31133
reversed,49500,hybrid,10,22250
almost_sorted,49500,hybrid,10,20881
random,49500,hybrid,20,21302
reversed,49500,hybrid,20,16537
almost_sorted,49500,hybrid,20,16133
random,49500,hybrid,30,21778
reversed,49500,hybrid,30,15177
almost_sorted,49500,hybrid,30,12823
random,49500,hybrid,50,21341
reversed,49500,hybrid,50,20016
almost_sorted,49500,hybrid,50,14214
random,49600,standard,0,70794
reversed,49600,standard,0,63861
almost_sorted,49600,standard,0,78089
random,49600,hybrid,5,35537
reversed,49600,hybrid,5,32414
almost_sorted,49600,hybrid,5,31811
random,49600,hybrid,10,26755
reversed,49600,hybrid,10,21104
almost_sorted,49600,hybrid,10,22077
random,49600,hybrid,20,21342
reversed,49600,hybrid,20,19950
almost_sorted,49600,hybrid,20,15851
random,49600,hybrid,30,19471
reversed,49600,hybrid,30,15329
almost_sorted,49600,hybrid,30,12468
random,49600,hybrid,50,21511
reversed,49600,hybrid,50,20018
almost_sorted,49600,hybrid,50,11067
random,49700,standard,0,68928
reversed,49700,standard,0,69803
almost_sorted,49700,standard,0,64669
random,49700,hybrid,5,36673
reversed,49700,hybrid,5,30747
almost_sorted,49700,hybrid,5,38909
random,49700,hybrid,10,26580
reversed,49700,hybrid,10,20771
almost_sorted,49700,hybrid,10,20652
random,49700,hybrid,20,21095
reversed,49700,hybrid,20,17066
almost_sorted,49700,hybrid,20,15868
random,49700,hybrid,30,19624
reversed,49700,hybrid,30,15491
almost_sorted,49700,hybrid,30,13043
random,49700,hybrid,50,25671
reversed,49700,hybrid,50,21603
almost_sorted,49700,hybrid,50,10908
random,49800,standard,0,69121
reversed,49800,standard,0,64127
almost_sorted,49800,standard,0,70606
random,49800,hybrid,5,37818
reversed,49800,hybrid,5,29986
almost_sorted,49800,hybrid,5,31966
random,49800,hybrid,10,26070
reversed,49800,hybrid,10,20764
almost_sorted,49800,hybrid,10,22084
random,49800,hybrid,20,37793
reversed,49800,hybrid,20,16129
almost_sorted,49800,hybrid,20,16012
random,49800,hybrid,30,19491
reversed,49800,hybrid,30,16448
almost_sorted,49800,hybrid,30,15752
random,49800,hybrid,50,22281
reversed,49800,hybrid,50,20179
almost_sorted,49800,hybrid,50,11259
random,49900,standard,0,74049
reversed,49900,standard,0,65731
almost_sorted,49900,standard,0,66951
random,49900,hybrid,5,34567
reversed,49900,hybrid,5,45875
almost_sorted,49900,hybrid,5,30250
random,49900,hybrid,10,26513
reversed,49900,hybrid,10,23971
almost_sorted,49900,hybrid,10,20957
random,49900,hybrid,20,21838
reversed,49900,hybrid,20,16877
almost_sorted,49900,hybrid,20,16073
random,49900,hybrid,30,33655
reversed,49900,hybrid,30,15687
almost_sorted,49900,hybrid,30,13230
random,49900,hybrid,50,22483
reversed,49900,hybrid,50,20430
almost_sorted,49900,hybrid,50,11052
random,50000,standard,0,69470
reversed,50000,standard,0,72416
almost_sorted,50000,standard,0,69936
random,50000,hybrid,5,38880
reversed,50000,hybrid,5,29877
almost_sorted,50000,hybrid,5,30065
random,50000,hybrid,10,40730
reversed,50000,hybrid,10,21432
almost_sorted,50000,hybrid,10,20954
random,50000,hybrid,20,21654
reversed,50000,hybrid,20,16472
almost_sorted,50000,hybrid,20,19096
random,50000,hybrid,30,20067
reversed,50000,hybrid,30,15274
almost_sorted,50000,hybrid,30,12934
random,50000,hybrid,50,21723
reversed,50000,hybrid,50,23290
almost_sorted,50000,hybrid,50,13688
random,50100,standard,0,70836
reversed,50100,standard,0,69838
almost_sorted,50100,standard,0,79823
random,50100,hybrid,5,34771
reversed,50100,hybrid,5,30153
almost_sorted,50100,hybrid,5,30132
random,50100,hybrid,10,26215
reversed,50100,hybrid,10,21315
almost_sorted,50100,hybrid,10,20813
random,50100,hybrid,20,25709
reversed,50100,hybrid,20,16190
almost_sorted,50100,hybrid,20,16153
random,50100,hybrid,30,20072
reversed,50100,hybrid,30,15416
almost_sorted,50100,hybrid,30,13265
random,50100,hybrid,50,24236
reversed,50100,hybrid,50,21266
almost_sorted,50100,hybrid,50,11227
random,50200,standard,0,74266
reversed,50200,standard,0,65393
almost_sorted,50200,standard,0,68306
random,50200,hybrid,5,34653
reversed,50200,hybrid,5,33626
almost_sorted,50200,hybrid,5,29770
random,50200,hybrid,10,26189
reversed,50200,hybrid,10,20869
almost_sorted,50200,hybrid,10,21196
random,50200,hybrid,20,21622
reversed,50200,hybrid,20,16412
almost_sorted,50200,hybrid,20,15877
random,50200,hybrid,30,19747
reversed,50200,hybrid,30,19298
almost_sorted,50200,hybrid,30,13011
random,50200,hybrid,50,23138
reversed,50200,hybrid,50,20853
almost_sorted,50200,hybrid,50,11211
random,50300,standard,0,76216
reversed,50300,standard,0,79073
almost_sorted,50300,standard,0,66378
random,50300,hybrid,5,36600
reversed,50300,hybrid,5,29483
almost_sorted,50300,hybrid,5,30032
random,50300,hybrid,10,28781
reversed,50300,hybrid,10,22127
almost_sorted,50300,hybrid,10,21066
random,50300,hybrid,20,21473
reversed,50300,hybrid,20,16618
almost_sorted,50300,hybrid,20,17137
random,50300,hybrid,30,20734
reversed,50300,hybrid,30,15561
almost_sorted,50300,hybrid,30,13307
random,50300,hybrid,50,24696
reversed,50300,hybrid,50,24379
almost_sorted,50300,hybrid,50,20143
random,50400,standard,0,69996
reversed,50400,standard,0,66423
almost_sorted,50400,standard,0,69258
random,50400,hybrid,5,34954
reversed,50400,hybrid,5,29758
almost_sorted,50400,hybrid,5,29807
random,50400,hybrid,10,26320
reversed,50400,hybrid,10,20771
almost_sorted,50400,hybrid,10,20710
random,50400,hybrid,20,21902
reversed,50400,hybrid,20,20640
almost_sorted,50400,hybrid,20,16427
random,50400,hybrid,30,20455
reversed,50400,hybrid,30,16125
almost_sorted,50400,hybrid,30,13190
random,50400,hybrid,50,22025
reversed,50400,hybrid,50,22202
almost_sorted,50400,hybrid,50,12152
random,50500,standard,0,73367
reversed,50500,standard,0,75880
almost_sorted,50500,standard,0,68845
random,50500,hybrid,5,35193
reversed,50500,hybrid,5,29616
almost_sorted,50500,hybrid,5,35342
random,50500,hybrid,10,26574
reversed,50500,hybrid,10,21259
almost_sorted,50500,hybrid,10,21335
random,50500,hybrid,20,22069
reversed,50500,hybrid,20,17130
almost_sorted,50500,hybrid,20,17429
random,50500,hybrid,30,22432
reversed,50500,hybrid,30,15679
almost_sorted,50500,hybrid,30,13124
random,50500,hybrid,50,23330
reversed,50500,hybrid,50,21525
almost_sorted,50500,hybrid,50,11274
random,50600,standard,0,71820
reversed,50600,standard,0,67154
almost_sorted,50600,standard,0,79910
random,50600,hybrid,5,35384
reversed,50600,hybrid,5,31351
almost_sorted,50600,hybrid,5,30912
random,50600,hybrid,10,26396
reversed,50600,hybrid,10,25593
almost_sorted,50600,hybrid,10,20923
random,50600,hybrid,20,21824
reversed,50600,hybrid,20,16648
almost_sorted,50600,hybrid,20,16286
random,50600,hybrid,30,21688
reversed,50600,hybrid,30,16031
almost_sorted,50600,hybrid,30,13252
random,50600,hybrid,50,21869
reversed,50600,hybrid,50,20815
almost_sorted,50600,hybrid,50,11361
random,50700,standard,0,71739
reversed,50700,standard,0,68322
almost_sorted,50700,standard,0,67936
random,50700,hybrid,5,40064
reversed,50700,hybrid,5,29723
almost_sorted,50700,hybrid,5,30028
random,50700,hybrid,10,26174
reversed,50700,hybrid,10,24394
almost_sorted,50700,hybrid,10,23864
random,50700,hybrid,20,22784
reversed,50700,hybrid,20,19839
almost_sorted,50700,hybrid,20,17766
random,50700,hybrid,30,20264
reversed,50700,hybrid,30,15709
almost_sorted,50700,hybrid,30,14235
random,50700,hybrid,50,22554
reversed,50700,hybrid,50,21110
almost_sorted,50700,hybrid,50,11540
random,50800,standard,0,72192
reversed,50800,standard,0,76414
almost_sorted,50800,standard,0,67786
random,50800,hybrid,5,34907
reversed,50800,hybrid,5,30210
almost_sorted,50800,hybrid,5,35250
random,50800,hybrid,10,26131
reversed,50800,hybrid,10,20895
almost_sorted,50800,hybrid,10,21757
random,50800,hybrid,20,25393
reversed,50800,hybrid,20,16890
almost_sorted,50800,hybrid,20,16692
random,50800,hybrid,30,20444
reversed,50800,hybrid,30,15811
almost_sorted,50800,hybrid,30,15405
random,50800,hybrid,50,28944
reversed,50800,hybrid,50,20894
almost_sorted,50800,hybrid,50,11202
random,50900,standard,0,73093
reversed,50900,standard,0,69263
almost_sorted,50900,standard,0,71151
random,50900,hybrid,5,38077
reversed,50900,hybrid,5,32053
almost_sorted,50900,hybrid,5,31615
random,50900,hybrid,10,26760
reversed,50900,hybrid,10,26029
almost_sorted,50900,hybrid,10,22875
random,50900,hybrid,20,22103
reversed,50900,hybrid,20,16796
almost_sorted,50900,hybrid,20,16349
random,50900,hybrid,30,20361
reversed,50900,hybrid,30,16441
almost_sorted,50900,hybrid,30,13686
random,50900,hybrid,50,22423
reversed,50900,hybrid,50,20935
almost_sorted,50900,hybrid,50,11130
random,51000,standard,0,77289
reversed,51000,standard,0,68209
almost_sorted,51000,standard,0,68270
random,51000,hybrid,5,38716
reversed,51000,hybrid,5,30093
almost_sorted,51000,hybrid,5,31651
random,51000,hybrid,10,26398
reversed,51000,hybrid,10,21186
almost_sorted,51000,hybrid,10,21151
random,51000,hybrid,20,22758
reversed,51000,hybrid,20,16692
almost_sorted,51000,hybrid,20,19552
random,51000,hybrid,30,23378
reversed,51000,hybrid,30,15923
almost_sorted,51000,hybrid,30,14173
random,51000,hybrid,50,23125
reversed,51000,hybrid,50,20843
almost_sorted,51000,hybrid,50,12994
random,51100,standard,0,72744
reversed,51100,standard,0,73903
almost_sorted,51100,standard,0,66764
random,51100,hybrid,5,36672
reversed,51100,hybrid,5,30059
almost_sorted,51100,hybrid,5,36118
random,51100,hybrid,10,26421
reversed,51100,hybrid,10,22291
almost_sorted,51100,hybrid,10,21434
random,51100,hybrid,20,22703
reversed,51100,hybrid,20,17410
almost_sorted,51100,hybrid,20,16504
random,51100,hybrid,30,21827
reversed,51100,hybrid,30,16277
almost_sorted,51100,hybrid,30,14853
random,51100,hybrid,50,25710
reversed,51100,hybrid,50,21005
almost_sorted,51100,hybrid,50,14508
random,51200,standard,0,78917
reversed,51200,standard,0,66223
almost_sorted,51200,standard,0,66242
random,51200,hybrid,5,35069
reversed,51200,hybrid,5,29804
almost_sorted,51200,hybrid,5,30340
random,51200,hybrid,10,26422
reversed,51200,hybrid,10,21054
almost_sorted,51200,hybrid,10,21316
random,51200,hybrid,20,21877
reversed,51200,hybrid,20,16708
almost_sorted,51200,hybrid,20,16537
random,51200,hybrid,30,20492
reversed,51200,hybrid,30,16071
almost_sorted,51200,hybrid,30,14716
