array_type,size,algorithm,threshold,time_ms
reversed,5100,hybrid,30,1296
almost_sorted,5100,hybrid,30,1064
random,5100,hybrid,50,1647
reversed,5100,hybrid,50,1521
almost_sorted,5100,hybrid,50,841
random,5200,standard,0,7025
reversed,5200,standard,0,6454
almost_sorted,5200,standard,0,6400
random,5200,hybrid,5,2591
reversed,5200,hybrid,5,2175
almost_sorted,5200,hybrid,5,2103
random,5200,hybrid,10,2019
reversed,5200,hybrid,10,1880
almost_sorted,5200,hybrid,10,1526
random,5200,hybrid,20,1767
reversed,5200,hybrid,20,1401
almost_sorted,5200,hybrid,20,1182
random,5200,hybrid,30,1689
reversed,5200,hybrid,30,1315
almost_sorted,5200,hybrid,30,1076
random,5200,hybrid,50,2148
reversed,5200,hybrid,50,2062
almost_sorted,5200,hybrid,50,823
random,5300,standard,0,7260
reversed,5300,standard,0,6440
almost_sorted,5300,standard,0,6395
random,5300,hybrid,5,2739
reversed,5300,hybrid,5,2223
almost_sorted,5300,hybrid,5,2191
random,5300,hybrid,10,2156
reversed,5300,hybrid,10,1719
almost_sorted,5300,hybrid,10,1643
random,5300,hybrid,20,1878
reversed,5300,hybrid,20,1467
almost_sorted,5300,hybrid,20,1354
random,5300,hybrid,30,1716
reversed,5300,hybrid,30,1332
almost_sorted,5300,hybrid,30,1081
random,5300,hybrid,50,1722
reversed,5300,hybrid,50,1598
almost_sorted,5300,hybrid,50,861
random,5400,standard,0,7123
reversed,5400,standard,0,6655
almost_sorted,5400,standard,0,6578
random,5400,hybrid,5,3461
reversed,5400,hybrid,5,2522
almost_sorted,5400,hybrid,5,2311
random,5400,hybrid,10,2299
reversed,5400,hybrid,10,1794
almost_sorted,5400,hybrid,10,1730
random,5400,hybrid,20,1942
reversed,5400,hybrid,20,1487
almost_sorted,5400,hybrid,20,1449
random,5400,hybrid,30,1774
reversed,5400,hybrid,30,1315
almost_sorted,5400,hybrid,30,1072
random,5400,hybrid,50,1717
reversed,5400,hybrid,50,1582
almost_sorted,5400,hybrid,50,852
random,5500,standard,0,7363
reversed,5500,standard,0,6881
almost_sorted,5500,standard,0,7785
random,5500,hybrid,5,3047
reversed,5500,hybrid,5,2540
almost_sorted,5500,hybrid,5,2497
random,5500,hybrid,10,2449
reversed,5500,hybrid,10,1992
almost_sorted,5500,hybrid,10,1915
random,5500,hybrid,20,2129
reversed,5500,hybrid,20,1581
almost_sorted,5500,hybrid,20,1486
random,5500,hybrid,30,1792
reversed,5500,hybrid,30,1391
almost_sorted,5500,hybrid,30,1121
random,5500,hybrid,50,1832
reversed,5500,hybrid,50,1705
almost_sorted,5500,hybrid,50,901
random,5600,standard,0,7448
reversed,5600,standard,0,6907
almost_sorted,5600,standard,0,7191
random,5600,hybrid,5,4402
reversed,5600,hybrid,5,2659
almost_sorted,5600,hybrid,5,2603
random,5600,hybrid,10,2573
reversed,5600,hybrid,10,2195
almost_sorted,5600,hybrid,10,2057
random,5600,hybrid,20,2037
reversed,5600,hybrid,20,1578
almost_sorted,5600,hybrid,20,1479
random,5600,hybrid,30,1815
reversed,5600,hybrid,30,1412
almost_sorted,5600,hybrid,30,1137
random,5600,hybrid,50,1868
reversed,5600,hybrid,50,1716
almost_sorted,5600,hybrid,50,851
random,5700,standard,0,7836
reversed,5700,standard,0,7182
almost_sorted,5700,standard,0,6909
random,5700,hybrid,5,3247
reversed,5700,hybrid,5,2791
almost_sorted,5700,hybrid,5,2761
random,5700,hybrid,10,2664
reversed,5700,hybrid,10,2180
almost_sorted,5700,hybrid,10,2441
random,5700,hybrid,20,2169
reversed,5700,hybrid,20,1600
almost_sorted,5700,hybrid,20,1551
random,5700,hybrid,30,2004
reversed,5700,hybrid,30,2058
almost_sorted,5700,hybrid,30,1165
random,5700,hybrid,50,1919
reversed,5700,hybrid,50,1790
almost_sorted,5700,hybrid,50,1618
random,5800,standard,0,9847
reversed,5800,standard,0,7638
almost_sorted,5800,standard,0,7321
random,5800,hybrid,5,3547
reversed,5800,hybrid,5,2923
almost_sorted,5800,hybrid,5,3081
random,5800,hybrid,10,2724
reversed,5800,hybrid,10,2316
almost_sorted,5800,hybrid,10,2200
random,5800,hybrid,20,2150
reversed,5800,hybrid,20,1634
almost_sorted,5800,hybrid,20,1711
random,5800,hybrid,30,2852
reversed,5800,hybrid,30,1529
almost_sorted,5800,hybrid,30,1212
random,5800,hybrid,50,2103
reversed,5800,hybrid,50,2165
almost_sorted,5800,hybrid,50,930
random,5900,standard,0,8956
reversed,5900,standard,0,8588
almost_sorted,5900,standard,0,7428
random,5900,hybrid,5,3746
reversed,5900,hybrid,5,3221
almost_sorted,5900,hybrid,5,3192
random,5900,hybrid,10,2663
reversed,5900,hybrid,10,2624
almost_sorted,5900,hybrid,10,2138
random,5900,hybrid,20,2804
reversed,5900,hybrid,20,1689
almost_sorted,5900,hybrid,20,1616
random,5900,hybrid,30,1860
reversed,5900,hybrid,30,1431
almost_sorted,5900,hybrid,30,1118
random,5900,hybrid,50,2082
reversed,5900,hybrid,50,1951
almost_sorted,5900,hybrid,50,890
random,6000,standard,0,9417
reversed,6000,standard,0,9994
almost_sorted,6000,standard,0,7562
random,6000,hybrid,5,3817
reversed,6000,hybrid,5,3361
almost_sorted,6000,hybrid,5,4225
random,6000,hybrid,10,2880
reversed,6000,hybrid,10,2230
almost_sorted,6000,hybrid,10,2267
random,6000,hybrid,20,2390
reversed,6000,hybrid,20,1744
almost_sorted,6000,hybrid,20,1566
random,6000,hybrid,30,2129
reversed,6000,hybrid,30,1540
almost_sorted,6000,hybrid,30,1197
random,6000,hybrid,50,2023
reversed,6000,hybrid,50,2047
almost_sorted,6000,hybrid,50,1048
random,6100,standard,0,9787
reversed,6100,standard,0,8744
almost_sorted,6100,standard,0,8390
random,6100,hybrid,5,3849
reversed,6100,hybrid,5,3495
almost_sorted,6100,hybrid,5,3378
random,6100,hybrid,10,2862
reversed,6100,hybrid,10,2355
almost_sorted,6100,hybrid,10,2196
random,6100,hybrid,20,2238
reversed,6100,hybrid,20,1792
almost_sorted,6100,hybrid,20,1570
random,6100,hybrid,30,1981
reversed,6100,hybrid,30,1733
almost_sorted,6100,hybrid,30,1262
random,6100,hybrid,50,2050
reversed,6100,hybrid,50,1897
almost_sorted,6100,hybrid,50,928
random,6200,standard,0,10106
reversed,6200,standard,0,7886
almost_sorted,6200,standard,0,7854
random,6200,hybrid,5,3853
reversed,6200,hybrid,5,3537
almost_sorted,6200,hybrid,5,4171
random,6200,hybrid,10,2885
reversed,6200,hybrid,10,2352
almost_sorted,6200,hybrid,10,2383
random,6200,hybrid,20,3059
reversed,6200,hybrid,20,2632
almost_sorted,6200,hybrid,20,1766
random,6200,hybrid,30,2450
reversed,6200,hybrid,30,1528
almost_sorted,6200,hybrid,30,1182
random,6200,hybrid,50,2063
reversed,6200,hybrid,50,1956
almost_sorted,6200,hybrid,50,948
random,6300,standard,0,10243
reversed,6300,standard,0,8317
almost_sorted,6300,standard,0,10256
random,6300,hybrid,5,6204
reversed,6300,hybrid,5,4760
almost_sorted,6300,hybrid,5,3869
random,6300,hybrid,10,4344
reversed,6300,hybrid,10,4029
almost_sorted,6300,hybrid,10,2536
random,6300,hybrid,20,2717
reversed,6300,hybrid,20,2736
almost_sorted,6300,hybrid,20,2475
random,6300,hybrid,30,2324
reversed,6300,hybrid,30,2872
almost_sorted,6300,hybrid,30,3717
random,6300,hybrid,50,2311
reversed,6300,hybrid,50,2003
almost_sorted,6300,hybrid,50,964
random,6400,standard,0,9879
reversed,6400,standard,0,14418
almost_sorted,6400,standard,0,8047
random,6400,hybrid,5,4411
reversed,6400,hybrid,5,5900
almost_sorted,6400,hybrid,5,7430
random,6400,hybrid,10,4082
reversed,6400,hybrid,10,2438
almost_sorted,6400,hybrid,10,2605
random,6400,hybrid,20,2287
reversed,6400,hybrid,20,1762
almost_sorted,6400,hybrid,20,1641
random,6400,hybrid,30,2222
reversed,6400,hybrid,30,1749
almost_sorted,6400,hybrid,30,1231
random,6400,hybrid,50,2211
reversed,6400,hybrid,50,2184
almost_sorted,6400,hybrid,50,1024
random,6500,standard,0,10355
reversed,6500,standard,0,8511
almost_sorted,6500,standard,0,8674
random,6500,hybrid,5,4973
reversed,6500,hybrid,5,4654
almost_sorted,6500,hybrid,5,4885
random,6500,hybrid,10,2947
reversed,6500,hybrid,10,2449
almost_sorted,6500,hybrid,10,2383
random,6500,hybrid,20,2435
reversed,6500,hybrid,20,3105
almost_sorted,6500,hybrid,20,1620
random,6500,hybrid,30,2570
reversed,6500,hybrid,30,1716
almost_sorted,6500,hybrid,30,1304
random,6500,hybrid,50,2163
reversed,6500,hybrid,50,1826
almost_sorted,6500,hybrid,50,1271
random,6600,standard,0,8909
reversed,6600,standard,0,9295
almost_sorted,6600,standard,0,11037
random,6600,hybrid,5,6424
reversed,6600,hybrid,5,3481
almost_sorted,6600,hybrid,5,4222
random,6600,hybrid,10,3291
reversed,6600,hybrid,10,2852
almost_sorted,6600,hybrid,10,3040
random,6600,hybrid,20,2386
reversed,6600,hybrid,20,2697
almost_sorted,6600,hybrid,20,1704
random,6600,hybrid,30,2173
reversed,6600,hybrid,30,1743
almost_sorted,6600,hybrid,30,1350
random,6600,hybrid,50,2131
reversed,6600,hybrid,50,1654
almost_sorted,6600,hybrid,50,1228
random,6700,standard,0,8859
reversed,6700,standard,0,8399
almost_sorted,6700,standard,0,8301
random,6700,hybrid,5,4109
reversed,6700,hybrid,5,3579
almost_sorted,6700,hybrid,5,3512
random,6700,hybrid,10,2963
reversed,6700,hybrid,10,2645
almost_sorted,6700,hybrid,10,2309
random,6700,hybrid,20,2458
reversed,6700,hybrid,20,1861
almost_sorted,6700,hybrid,20,1681
random,6700,hybrid,30,2196
reversed,6700,hybrid,30,1767
almost_sorted,6700,hybrid,30,1425
random,6700,hybrid,50,2158
reversed,6700,hybrid,50,1686
almost_sorted,6700,hybrid,50,1246
random,6800,standard,0,9042
reversed,6800,standard,0,10668
almost_sorted,6800,standard,0,10657
random,6800,hybrid,5,4158
reversed,6800,hybrid,5,3533
almost_sorted,6800,hybrid,5,3497
random,6800,hybrid,10,3375
reversed,6800,hybrid,10,2436
almost_sorted,6800,hybrid,10,2368
random,6800,hybrid,20,2436
reversed,6800,hybrid,20,1886
almost_sorted,6800,hybrid,20,1725
random,6800,hybrid,30,2361
reversed,6800,hybrid,30,1723
almost_sorted,6800,hybrid,30,1263
random,6800,hybrid,50,2177
reversed,6800,hybrid,50,1710
almost_sorted,6800,hybrid,50,1273
random,6900,standard,0,9497
reversed,6900,standard,0,8621
almost_sorted,6900,standard,0,8683
random,6900,hybrid,5,4106
reversed,6900,hybrid,5,3545
almost_sorted,6900,hybrid,5,3537
random,6900,hybrid,10,3037
reversed,6900,hybrid,10,2426
almost_sorted,6900,hybrid,10,2378
random,6900,hybrid,20,2444
reversed,6900,hybrid,20,1879
almost_sorted,6900,hybrid,20,1726
random,6900,hybrid,30,2392
reversed,6900,hybrid,30,1743
almost_sorted,6900,hybrid,30,1277
random,6900,hybrid,50,2374
reversed,6900,hybrid,50,1995
almost_sorted,6900,hybrid,50,1504
random,7000,standard,0,12483
reversed,7000,standard,0,8822
almost_sorted,7000,standard,0,10680
random,7000,hybrid,5,4096
reversed,7000,hybrid,5,3763
almost_sorted,7000,hybrid,5,3510
random,7000,hybrid,10,3058
reversed,7000,hybrid,10,2444
almost_sorted,7000,hybrid,10,2379
random,7000,hybrid,20,2736
reversed,7000,hybrid,20,1991
almost_sorted,7000,hybrid,20,1753
random,7000,hybrid,30,2299
reversed,7000,hybrid,30,1870
almost_sorted,7000,hybrid,30,1363
random,7000,hybrid,50,2291
reversed,7000,hybrid,50,1950
almost_sorted,7000,hybrid,50,1428
random,7100,standard,0,9411
reversed,7100,standard,0,9007
almost_sorted,7100,standard,0,8670
random,7100,hybrid,5,4367
reversed,7100,hybrid,5,3679
almost_sorted,7100,hybrid,5,3553
random,7100,hybrid,10,3095
reversed,7100,hybrid,10,2477
almost_sorted,7100,hybrid,10,2644
random,7100,hybrid,20,2508
reversed,7100,hybrid,20,1859
almost_sorted,7100,hybrid,20,1766
random,7100,hybrid,30,2350
reversed,7100,hybrid,30,1901
almost_sorted,7100,hybrid,30,1418
random,7100,hybrid,50,2334
reversed,7100,hybrid,50,1912
almost_sorted,7100,hybrid,50,1312
random,7200,standard,0,9510
reversed,7200,standard,0,9105
almost_sorted,7200,standard,0,8926
random,7200,hybrid,5,4350
reversed,7200,hybrid,5,3634
almost_sorted,7200,hybrid,5,3576
random,7200,hybrid,10,3133
reversed,7200,hybrid,10,2610
almost_sorted,7200,hybrid,10,2429
random,7200,hybrid,20,2597
reversed,7200,hybrid,20,1953
almost_sorted,7200,hybrid,20,2633
random,7200,hybrid,30,2595
reversed,7200,hybrid,30,1868
almost_sorted,7200,hybrid,30,1353
random,7200,hybrid,50,6217
reversed,7200,hybrid,50,3336
almost_sorted,7200,hybrid,50,4327
random,7300,standard,0,15082
reversed,7300,standard,0,9931
almost_sorted,7300,standard,0,9418
random,7300,hybrid,5,6777
reversed,7300,hybrid,5,3891
almost_sorted,7300,hybrid,5,3860
random,7300,hybrid,10,3716
reversed,7300,hybrid,10,2840
almost_sorted,7300,hybrid,10,2462
random,7300,hybrid,20,3143
reversed,7300,hybrid,20,2459
almost_sorted,7300,hybrid,20,1963
random,7300,hybrid,30,2607
reversed,7300,hybrid,30,2047
almost_sorted,7300,hybrid,30,1357
random,7300,hybrid,50,2620
reversed,7300,hybrid,50,1886
almost_sorted,7300,hybrid,50,1342
random,7400,standard,0,10304
reversed,7400,standard,0,10022
almost_sorted,7400,standard,0,11445
random,7400,hybrid,5,4938
reversed,7400,hybrid,5,5274
almost_sorted,7400,hybrid,5,3587
random,7400,hybrid,10,3199
reversed,7400,hybrid,10,2858
almost_sorted,7400,hybrid,10,2507
random,7400,hybrid,20,2630
reversed,7400,hybrid,20,2494
almost_sorted,7400,hybrid,20,1825
random,7400,hybrid,30,2402
reversed,7400,hybrid,30,1915
almost_sorted,7400,hybrid,30,1592
random,7400,hybrid,50,2457
reversed,7400,hybrid,50,2012
almost_sorted,7400,hybrid,50,1348
random,7500,standard,0,10050
reversed,7500,standard,0,9366
almost_sorted,7500,standard,0,9715
random,7500,hybrid,5,4499
reversed,7500,hybrid,5,3840
almost_sorted,7500,hybrid,5,6145
random,7500,hybrid,10,7458
reversed,7500,hybrid,10,4503
almost_sorted,7500,hybrid,10,4603
random,7500,hybrid,20,3455
reversed,7500,hybrid,20,2719
almost_sorted,7500,hybrid,20,1797
random,7500,hybrid,30,2450
reversed,7500,hybrid,30,2248
almost_sorted,7500,hybrid,30,1750
random,7500,hybrid,50,2425
reversed,7500,hybrid,50,1994
almost_sorted,7500,hybrid,50,1527
random,7600,standard,0,11419
reversed,7600,standard,0,10009
almost_sorted,7600,standard,0,10436
random,7600,hybrid,5,4542
reversed,7600,hybrid,5,3879
almost_sorted,7600,hybrid,5,3751
random,7600,hybrid,10,3278
reversed,7600,hybrid,10,2684
almost_sorted,7600,hybrid,10,2508
random,7600,hybrid,20,3088
reversed,7600,hybrid,20,2098
almost_sorted,7600,hybrid,20,1868
random,7600,hybrid,30,2501
reversed,7600,hybrid,30,2177
almost_sorted,7600,hybrid,30,1470
random,7600,hybrid,50,2522
reversed,7600,hybrid,50,2621
almost_sorted,7600,hybrid,50,2365
random,7700,standard,0,10301
reversed,7700,standard,0,9854
almost_sorted,7700,standard,0,10150
random,7700,hybrid,5,4645
reversed,7700,hybrid,5,3725
almost_sorted,7700,hybrid,5,3648
random,7700,hybrid,10,3365
reversed,7700,hybrid,10,2616
almost_sorted,7700,hybrid,10,2519
random,7700,hybrid,20,2720
reversed,7700,hybrid,20,2089
almost_sorted,7700,hybrid,20,1839
random,7700,hybrid,30,2511
reversed,7700,hybrid,30,2056
almost_sorted,7700,hybrid,30,1517
random,7700,hybrid,50,2492
reversed,7700,hybrid,50,2030
almost_sorted,7700,hybrid,50,1438
random,7800,standard,0,10891
reversed,7800,standard,0,11068
almost_sorted,7800,standard,0,11921
random,7800,hybrid,5,5997
reversed,7800,hybrid,5,4423
almost_sorted,7800,hybrid,5,3854
random,7800,hybrid,10,3472
reversed,7800,hybrid,10,3074
almost_sorted,7800,hybrid,10,2690
random,7800,hybrid,20,2869
reversed,7800,hybrid,20,2205
almost_sorted,7800,hybrid,20,1993
random,7800,hybrid,30,2788
reversed,7800,hybrid,30,2234
almost_sorted,7800,hybrid,30,1593
random,7800,hybrid,50,2539
reversed,7800,hybrid,50,2039
almost_sorted,7800,hybrid,50,1412
random,7900,standard,0,10689
reversed,7900,standard,0,9733
almost_sorted,7900,standard,0,9796
random,7900,hybrid,5,4391
reversed,7900,hybrid,5,3853
almost_sorted,7900,hybrid,5,3707
random,7900,hybrid,10,3382
reversed,7900,hybrid,10,2569
almost_sorted,7900,hybrid,10,2553
random,7900,hybrid,20,2769
reversed,7900,hybrid,20,2249
almost_sorted,7900,hybrid,20,1830
random,7900,hybrid,30,2706
reversed,7900,hybrid,30,2038
almost_sorted,7900,hybrid,30,1788
random,7900,hybrid,50,2628
reversed,7900,hybrid,50,4289
almost_sorted,7900,hybrid,50,1932
random,8000,standard,0,10760
reversed,8000,standard,0,10289
almost_sorted,8000,standard,0,9992
random,8000,hybrid,5,4486
reversed,8000,hybrid,5,3792
almost_sorted,8000,hybrid,5,3719
random,8000,hybrid,10,3966
reversed,8000,hybrid,10,2688
almost_sorted,8000,hybrid,10,2618
random,8000,hybrid,20,2808
reversed,8000,hybrid,20,2166
almost_sorted,8000,hybrid,20,1883
random,8000,hybrid,30,3013
reversed,8000,hybrid,30,2081
almost_sorted,8000,hybrid,30,1824
random,8000,hybrid,50,2614
reversed,8000,hybrid,50,2105
almost_sorted,8000,hybrid,50,1534
random,8100,standard,0,12220
reversed,8100,standard,0,14269
almost_sorted,8100,standard,0,10454
random,8100,hybrid,5,8043
reversed,8100,hybrid,5,3773
almost_sorted,8100,hybrid,5,4048
random,8100,hybrid,10,3634
reversed,8100,hybrid,10,2651
almost_sorted,8100,hybrid,10,2613
random,8100,hybrid,20,2849
reversed,8100,hybrid,20,2214
almost_sorted,8100,hybrid,20,2041
random,8100,hybrid,30,2870
reversed,8100,hybrid,30,2127
almost_sorted,8100,hybrid,30,1857
random,8100,hybrid,50,2655
reversed,8100,hybrid,50,2172
almost_sorted,8100,hybrid,50,1498
random,8200,standard,0,11164
reversed,8200,standard,0,10419
almost_sorted,8200,standard,0,10104
random,8200,hybrid,5,4667
reversed,8200,hybrid,5,3839
almost_sorted,8200,hybrid,5,3755
random,8200,hybrid,10,3471
reversed,8200,hybrid,10,8418
almost_sorted,8200,hybrid,10,5472
random,8200,hybrid,20,4871
reversed,8200,hybrid,20,3829
almost_sorted,8200,hybrid,20,4364
random,8200,hybrid,30,3535
reversed,8200,hybrid,30,2139
almost_sorted,8200,hybrid,30,1942
random,8200,hybrid,50,2773
reversed,8200,hybrid,50,2306
almost_sorted,8200,hybrid,50,1719
random,8300,standard,0,11015
reversed,8300,standard,0,10382
almost_sorted,8300,standard,0,10303
random,8300,hybrid,5,4606
reversed,8300,hybrid,5,3812
almost_sorted,8300,hybrid,5,3724
random,8300,hybrid,10,3496
reversed,8300,hybrid,10,2824
almost_sorted,8300,hybrid,10,2643
random,8300,hybrid,20,2899
reversed,8300,hybrid,20,2226
almost_sorted,8300,hybrid,20,1971
random,8300,hybrid,30,2891
reversed,8300,hybrid,30,2216
almost_sorted,8300,hybrid,30,2004
random,8300,hybrid,50,2782
reversed,8300,hybrid,50,2395
almost_sorted,8300,hybrid,50,1580
random,8400,standard,0,11287
reversed,8400,standard,0,10422
almost_sorted,8400,standard,0,10418
random,8400,hybrid,5,4690
reversed,8400,hybrid,5,3846
almost_sorted,8400,hybrid,5,3816
random,8400,hybrid,10,3496
reversed,8400,hybrid,10,2745
almost_sorted,8400,hybrid,10,2646
random,8400,hybrid,20,2900
reversed,8400,hybrid,20,2128
almost_sorted,8400,hybrid,20,1988
random,8400,hybrid,30,2944
reversed,8400,hybrid,30,2231
almost_sorted,8400,hybrid,30,1987
random,8400,hybrid,50,2809
reversed,8400,hybrid,50,2391
almost_sorted,8400,hybrid,50,1578
random,8500,standard,0,11886
reversed,8500,standard,0,10541
almost_sorted,8500,standard,0,10431
random,8500,hybrid,5,4604
reversed,8500,hybrid,5,3867
almost_sorted,8500,hybrid,5,3811
random,8500,hybrid,10,3544
reversed,8500,hybrid,10,2781
almost_sorted,8500,hybrid,10,2671
random,8500,hybrid,20,2955
reversed,8500,hybrid,20,2266
almost_sorted,8500,hybrid,20,2008
random,8500,hybrid,30,2946
reversed,8500,hybrid,30,2278
almost_sorted,8500,hybrid,30,2006
random,8500,hybrid,50,2847
reversed,8500,hybrid,50,2433
almost_sorted,8500,hybrid,50,1602
random,8600,standard,0,11455
reversed,8600,standard,0,10782
almost_sorted,8600,standard,0,10654
random,8600,hybrid,5,4591
reversed,8600,hybrid,5,3834
